"name","ucnt","sum","ds","server","channel"
"紫禁宝匣开出元宝","11","90","2014-11-11","s13","qqandroid"
"血战奖励","45","2532","2014-11-11","s13","qqandroid"
"首次充值奖励翻倍","1","5090","2014-11-11","s13","qqandroid"
"cdkey","1","300","2014-11-11","s14","qqandroid"
"升级奖励","2","40","2014-11-11","s14","qqandroid"
"升级活动奖励","1","50","2014-11-11","s14","qqandroid"
"小宝赠宝获取奖励","14","410","2014-11-11","s14","qqandroid"
"每日登录送元宝","4","20","2014-11-11","s14","qqandroid"
"献花奖励","32","64","2014-11-11","s14","qqandroid"
"系统消息附带的奖励","59","16410","2014-11-11","s14","qqandroid"
"紫禁宝匣开出元宝","11","120","2014-11-11","s14","qqandroid"
"血战奖励","33","1392","2014-11-11","s14","qqandroid"
"首次充值奖励翻倍","1","10","2014-11-11","s14","qqandroid"
"八阵图奖励","1","20","2014-11-11","s15","qqandroid"
"升级奖励","3","30","2014-11-11","s15","qqandroid"
"名山寻宝","2","20","2014-11-11","s15","qqandroid"
"小宝赠宝获取奖励","8","150","2014-11-11","s15","qqandroid"
"献花奖励","16","32","2014-11-11","s15","qqandroid"
"系统消息附带的奖励","31","7550","2014-11-11","s15","qqandroid"
"紫禁宝匣开出元宝","5","35","2014-11-11","s15","qqandroid"
"血战奖励","24","840","2014-11-11","s15","qqandroid"
"升级奖励","3","60","2014-11-11","s16","qqandroid"
"升级活动奖励","2","1771","2014-11-11","s16","qqandroid"
"名山寻宝","1","60","2014-11-11","s16","qqandroid"
"小宝赠宝获取奖励","14","290","2014-11-11","s16","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s16","qqandroid"
"献花奖励","26","52","2014-11-11","s16","qqandroid"
"系统消息附带的奖励","43","10320","2014-11-11","s16","qqandroid"
"紫禁宝匣开出元宝","6","40","2014-11-11","s16","qqandroid"
"血战奖励","28","1084","2014-11-11","s16","qqandroid"
"八阵图奖励","1","20","2014-11-11","s17","qqandroid"
"升级奖励","3","30","2014-11-11","s17","qqandroid"
"小宝赠宝获取奖励","14","280","2014-11-11","s17","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s17","qqandroid"
"献花奖励","26","52","2014-11-11","s17","qqandroid"
"系统消息附带的奖励","40","10275","2014-11-11","s17","qqandroid"
"紫禁宝匣开出元宝","8","65","2014-11-11","s17","qqandroid"
"血战奖励","30","1040","2014-11-11","s17","qqandroid"
"首次充值奖励翻倍","1","3000","2014-11-11","s17","qqandroid"
"小宝赠宝获取奖励","17","400","2014-11-11","s18","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s18","qqandroid"
"献花奖励","23","46","2014-11-11","s18","qqandroid"
"系统消息附带的奖励","43","10275","2014-11-11","s18","qqandroid"
"紫禁宝匣开出元宝","7","75","2014-11-11","s18","qqandroid"
"血战奖励","27","922","2014-11-11","s18","qqandroid"
"cdkey","2","600","2014-11-11","s19","qqandroid"
"升级奖励","4","40","2014-11-11","s19","qqandroid"
"升级活动奖励","1","550","2014-11-11","s19","qqandroid"
"名山寻宝","1","20","2014-11-11","s19","qqandroid"
"小宝赠宝获取奖励","16","370","2014-11-11","s19","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s19","qqandroid"
"献花奖励","47","94","2014-11-11","s19","qqandroid"
"系统消息附带的奖励","84","17285","2014-11-11","s19","qqandroid"
"紫禁宝匣开出元宝","15","95","2014-11-11","s19","qqandroid"
"血战奖励","34","1687","2014-11-11","s19","qqandroid"
"首次充值奖励翻倍","1","100","2014-11-11","s19","qqandroid"
"充值返元宝","1","33","2014-11-11","s2","qqandroid"
"八阵图奖励","8","210","2014-11-11","s2","qqandroid"
"升级奖励","24","580","2014-11-11","s2","qqandroid"
"升级活动奖励","7","2630","2014-11-11","s2","qqandroid"
"小宝赠宝获取奖励","36","710","2014-11-11","s2","qqandroid"
"每日登录送元宝","27","135","2014-11-11","s2","qqandroid"
"献花奖励","58","116","2014-11-11","s2","qqandroid"
"签到累计奖励","1","100","2014-11-11","s2","qqandroid"
"系统消息附带的奖励","112","17900","2014-11-11","s2","qqandroid"
"紫禁宝匣开出元宝","41","360","2014-11-11","s2","qqandroid"
"血战奖励","50","2206","2014-11-11","s2","qqandroid"
"财源滚滚得到元宝","3","137","2014-11-11","s2","qqandroid"
"八阵图奖励","2","60","2014-11-11","s20","qqandroid"
"升级奖励","5","160","2014-11-11","s20","qqandroid"
"升级活动奖励","3","1860","2014-11-11","s20","qqandroid"
"名山寻宝","1","30","2014-11-11","s20","qqandroid"
"小宝赠宝获取奖励","17","345","2014-11-11","s20","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s20","qqandroid"
"献花奖励","26","52","2014-11-11","s20","qqandroid"
"系统消息附带的奖励","45","10195","2014-11-11","s20","qqandroid"
"紫禁宝匣开出元宝","9","130","2014-11-11","s20","qqandroid"
"血战奖励","29","1639","2014-11-11","s20","qqandroid"
"财源滚滚得到元宝","1","463","2014-11-11","s20","qqandroid"
"八阵图奖励","1","50","2014-11-11","s21","qqandroid"
"升级奖励","3","30","2014-11-11","s21","qqandroid"
"小宝赠宝获取奖励","15","420","2014-11-11","s21","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s21","qqandroid"
"献花奖励","20","40","2014-11-11","s21","qqandroid"
"系统消息附带的奖励","48","10030","2014-11-11","s21","qqandroid"
"紫禁宝匣开出元宝","9","320","2014-11-11","s21","qqandroid"
"血战奖励","28","1317","2014-11-11","s21","qqandroid"
"首次充值奖励翻倍","1","300","2014-11-11","s21","qqandroid"
"升级奖励","4","50","2014-11-11","s22","qqandroid"
"升级活动奖励","1","300","2014-11-11","s22","qqandroid"
"名山寻宝","2","65","2014-11-11","s22","qqandroid"
"小宝赠宝获取奖励","15","265","2014-11-11","s22","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s22","qqandroid"
"献花奖励","19","38","2014-11-11","s22","qqandroid"
"系统消息附带的奖励","45","13850","2014-11-11","s22","qqandroid"
"紫禁宝匣开出元宝","9","343","2014-11-11","s22","qqandroid"
"血战奖励","27","801","2014-11-11","s22","qqandroid"
"升级活动奖励","1","300","2014-11-11","s23","qqandroid"
"名山寻宝","1","50","2014-11-11","s23","qqandroid"
"小宝赠宝获取奖励","16","290","2014-11-11","s23","qqandroid"
"每日登录送元宝","4","20","2014-11-11","s23","qqandroid"
"献花奖励","28","56","2014-11-11","s23","qqandroid"
"系统消息附带的奖励","48","10395","2014-11-11","s23","qqandroid"
"紫禁宝匣开出元宝","11","240","2014-11-11","s23","qqandroid"
"血战奖励","30","1558","2014-11-11","s23","qqandroid"
"首次充值奖励翻倍","1","10000","2014-11-11","s23","qqandroid"
"八阵图奖励","1","50","2014-11-11","s24","qqandroid"
"升级奖励","1","20","2014-11-11","s24","qqandroid"
"小宝赠宝获取奖励","11","200","2014-11-11","s24","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s24","qqandroid"
"献花奖励","32","64","2014-11-11","s24","qqandroid"
"系统消息附带的奖励","54","10580","2014-11-11","s24","qqandroid"
"紫禁宝匣开出元宝","9","165","2014-11-11","s24","qqandroid"
"血战奖励","35","1272","2014-11-11","s24","qqandroid"
"升级奖励","3","40","2014-11-11","s25","qqandroid"
"小宝赠宝获取奖励","15","320","2014-11-11","s25","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s25","qqandroid"
"献花奖励","25","50","2014-11-11","s25","qqandroid"
"系统消息附带的奖励","58","11405","2014-11-11","s25","qqandroid"
"紫禁宝匣开出元宝","8","60","2014-11-11","s25","qqandroid"
"血战奖励","26","1061","2014-11-11","s25","qqandroid"
"升级奖励","4","90","2014-11-11","s26","qqandroid"
"升级活动奖励","3","465","2014-11-11","s26","qqandroid"
"名山寻宝","1","35","2014-11-11","s26","qqandroid"
"小宝赠宝获取奖励","13","350","2014-11-11","s26","qqandroid"
"每日登录送元宝","4","20","2014-11-11","s26","qqandroid"
"献花奖励","27","54","2014-11-11","s26","qqandroid"
"签到累计奖励","1","100","2014-11-11","s26","qqandroid"
"系统消息附带的奖励","43","9600","2014-11-11","s26","qqandroid"
"紫禁宝匣开出元宝","9","80","2014-11-11","s26","qqandroid"
"血战奖励","29","1148","2014-11-11","s26","qqandroid"
"财源滚滚得到元宝","2","463","2014-11-11","s26","qqandroid"
"升级奖励","2","60","2014-11-11","s27","qqandroid"
"升级活动奖励","1","400","2014-11-11","s27","qqandroid"
"名山寻宝","2","45","2014-11-11","s27","qqandroid"
"小宝赠宝获取奖励","14","350","2014-11-11","s27","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s27","qqandroid"
"献花奖励","18","36","2014-11-11","s27","qqandroid"
"系统消息附带的奖励","49","10930","2014-11-11","s27","qqandroid"
"紫禁宝匣开出元宝","9","70","2014-11-11","s27","qqandroid"
"血战奖励","28","1239","2014-11-11","s27","qqandroid"
"首次充值奖励翻倍","1","4000","2014-11-11","s27","qqandroid"
"升级奖励","2","20","2014-11-11","s28","qqandroid"
"小宝赠宝获取奖励","11","200","2014-11-11","s28","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s28","qqandroid"
"献花奖励","24","48","2014-11-11","s28","qqandroid"
"系统消息附带的奖励","43","9875","2014-11-11","s28","qqandroid"
"紫禁宝匣开出元宝","10","155","2014-11-11","s28","qqandroid"
"血战奖励","27","1132","2014-11-11","s28","qqandroid"
"首次充值奖励翻倍","1","1000","2014-11-11","s28","qqandroid"
"升级奖励","2","20","2014-11-11","s29","qqandroid"
"名山寻宝","1","40","2014-11-11","s29","qqandroid"
"小宝赠宝获取奖励","9","210","2014-11-11","s29","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s29","qqandroid"
"献花奖励","23","46","2014-11-11","s29","qqandroid"
"系统消息附带的奖励","45","10270","2014-11-11","s29","qqandroid"
"紫禁宝匣开出元宝","8","90","2014-11-11","s29","qqandroid"
"血战奖励","26","1012","2014-11-11","s29","qqandroid"
"八阵图奖励","2","200","2014-11-11","s3","qqandroid"
"升级奖励","9","140","2014-11-11","s3","qqandroid"
"升级活动奖励","1","300","2014-11-11","s3","qqandroid"
"名山寻宝","2","30","2014-11-11","s3","qqandroid"
"小宝赠宝获取奖励","38","690","2014-11-11","s3","qqandroid"
"每日登录送元宝","8","40","2014-11-11","s3","qqandroid"
"献花奖励","75","150","2014-11-11","s3","qqandroid"
"系统消息附带的奖励","98","16905","2014-11-11","s3","qqandroid"
"紫禁宝匣开出元宝","37","660","2014-11-11","s3","qqandroid"
"血战奖励","58","3318","2014-11-11","s3","qqandroid"
"首次充值奖励翻倍","1","500","2014-11-11","s3","qqandroid"
"升级奖励","1","30","2014-11-11","s30","qqandroid"
"升级活动奖励","1","50","2014-11-11","s30","qqandroid"
"名山寻宝","1","10","2014-11-11","s30","qqandroid"
"小宝赠宝获取奖励","10","160","2014-11-11","s30","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s30","qqandroid"
"献花奖励","2","10","2014-11-11","s30","qqandroid"
"系统消息附带的奖励","35","8495","2014-11-11","s30","qqandroid"
"紫禁宝匣开出元宝","3","65","2014-11-11","s30","qqandroid"
"血战奖励","22","1122","2014-11-11","s30","qqandroid"
"八阵图奖励","1","40","2014-11-11","s31","qqandroid"
"升级奖励","6","160","2014-11-11","s31","qqandroid"
"升级活动奖励","2","260","2014-11-11","s31","qqandroid"
"名山寻宝","1","30","2014-11-11","s31","qqandroid"
"小宝赠宝获取奖励","14","240","2014-11-11","s31","qqandroid"
"每日登录送元宝","5","25","2014-11-11","s31","qqandroid"
"献花奖励","4","20","2014-11-11","s31","qqandroid"
"系统消息附带的奖励","57","11460","2014-11-11","s31","qqandroid"
"紫禁宝匣开出元宝","17","135","2014-11-11","s31","qqandroid"
"血战奖励","31","1392","2014-11-11","s31","qqandroid"
"财源滚滚得到元宝","2","90","2014-11-11","s31","qqandroid"
"首次充值奖励翻倍","2","600","2014-11-11","s31","qqandroid"
"八阵图奖励","1","30","2014-11-11","s32","qqandroid"
"升级奖励","2","50","2014-11-11","s32","qqandroid"
"升级活动奖励","1","50","2014-11-11","s32","qqandroid"
"名山寻宝","1","10","2014-11-11","s32","qqandroid"
"小宝赠宝获取奖励","15","265","2014-11-11","s32","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s32","qqandroid"
"献花奖励","11","55","2014-11-11","s32","qqandroid"
"系统消息附带的奖励","39","10780","2014-11-11","s32","qqandroid"
"紫禁宝匣开出元宝","6","75","2014-11-11","s32","qqandroid"
"血战奖励","30","1320","2014-11-11","s32","qqandroid"
"财源滚滚得到元宝","1","49","2014-11-11","s32","qqandroid"
"八阵图奖励","1","40","2014-11-11","s33","qqandroid"
"升级奖励","3","40","2014-11-11","s33","qqandroid"
"升级活动奖励","1","300","2014-11-11","s33","qqandroid"
"小宝赠宝获取奖励","12","220","2014-11-11","s33","qqandroid"
"献花奖励","2","10","2014-11-11","s33","qqandroid"
"签到累计奖励","1","100","2014-11-11","s33","qqandroid"
"系统消息附带的奖励","43","10290","2014-11-11","s33","qqandroid"
"紫禁宝匣开出元宝","4","45","2014-11-11","s33","qqandroid"
"血战奖励","29","1304","2014-11-11","s33","qqandroid"
"首次充值奖励翻倍","1","300","2014-11-11","s33","qqandroid"
"升级奖励","5","50","2014-11-11","s34","qqandroid"
"升级活动奖励","3","1240","2014-11-11","s34","qqandroid"
"小宝赠宝获取奖励","7","230","2014-11-11","s34","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s34","qqandroid"
"献花奖励","3","15","2014-11-11","s34","qqandroid"
"系统消息附带的奖励","40","9000","2014-11-11","s34","qqandroid"
"紫禁宝匣开出元宝","8","285","2014-11-11","s34","qqandroid"
"血战奖励","26","1284","2014-11-11","s34","qqandroid"
"升级奖励","4","80","2014-11-11","s35","qqandroid"
"小宝赠宝获取奖励","4","45","2014-11-11","s35","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s35","qqandroid"
"献花奖励","8","40","2014-11-11","s35","qqandroid"
"系统消息附带的奖励","42","9395","2014-11-11","s35","qqandroid"
"紫禁宝匣开出元宝","9","75","2014-11-11","s35","qqandroid"
"血战奖励","22","843","2014-11-11","s35","qqandroid"
"升级奖励","3","30","2014-11-11","s36","qqandroid"
"小宝赠宝获取奖励","9","160","2014-11-11","s36","qqandroid"
"每日登录送元宝","2","10","2014-11-11","s36","qqandroid"
"献花奖励","4","20","2014-11-11","s36","qqandroid"
"系统消息附带的奖励","46","11365","2014-11-11","s36","qqandroid"
"紫禁宝匣开出元宝","14","170","2014-11-11","s36","qqandroid"
"血战奖励","30","1414","2014-11-11","s36","qqandroid"
"升级奖励","3","40","2014-11-11","s37","qqandroid"
"名山寻宝","1","30","2014-11-11","s37","qqandroid"
"小宝赠宝获取奖励","11","200","2014-11-11","s37","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s37","qqandroid"
"献花奖励","4","20","2014-11-11","s37","qqandroid"
"签到累计奖励","1","100","2014-11-11","s37","qqandroid"
"系统消息附带的奖励","37","9395","2014-11-11","s37","qqandroid"
"紫禁宝匣开出元宝","10","70","2014-11-11","s37","qqandroid"
"血战奖励","22","894","2014-11-11","s37","qqandroid"
"升级奖励","3","60","2014-11-11","s38","qqandroid"
"名山寻宝","2","100","2014-11-11","s38","qqandroid"
"小宝赠宝获取奖励","4","70","2014-11-11","s38","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s38","qqandroid"
"献花奖励","3","15","2014-11-11","s38","qqandroid"
"系统消息附带的奖励","37","9670","2014-11-11","s38","qqandroid"
"紫禁宝匣开出元宝","6","90","2014-11-11","s38","qqandroid"
"血战奖励","22","966","2014-11-11","s38","qqandroid"
"cdkey","1","300","2014-11-11","s39","qqandroid"
"八阵图奖励","1","100","2014-11-11","s39","qqandroid"
"升级奖励","1","60","2014-11-11","s39","qqandroid"
"升级活动奖励","1","110","2014-11-11","s39","qqandroid"
"小宝赠宝获取奖励","8","280","2014-11-11","s39","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s39","qqandroid"
"献花奖励","6","30","2014-11-11","s39","qqandroid"
"系统消息附带的奖励","44","9975","2014-11-11","s39","qqandroid"
"紫禁宝匣开出元宝","6","60","2014-11-11","s39","qqandroid"
"血战奖励","30","1108","2014-11-11","s39","qqandroid"
"财源滚滚得到元宝","1","50","2014-11-11","s39","qqandroid"
"首次充值奖励翻倍","1","10000","2014-11-11","s39","qqandroid"
